label	text_a	segments
0	864942730 10565946 3217380708 3921298496 3189457552 2950679810 2976816164 1831605386 2245277810 1226763941 864674487 3666785044 2245277810 473643457 864674487 3666785044 3217380708 634047253 864942795 10561807 3217380708 1136069696 864674487 3553362273 4277593716 829315160 4277593716 3312829322 4277593716 3072036293 4277593716 3312829322 4277593716 3312829322 4277593716 3072036293 4277593716 3072036293	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
0	2245277810 146988611 864674487 434045476 3217380708 1136130381 3217380708 490247508 3217380708 490247508 3217380708 1533809047 848128881 4188525269 2246699815 1797109758 2245277810 583999928 864942730 1510328189 3217380708 490247508 3217380708 1533809047 848128881 2929588998 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 56091288 4277593716 56091288 4277593716 3020884107 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 56091288 4277593716 3020884107 4277593716 3020884107	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
0	2245277810 1494198253 2245277810 3233256206 2976816164 3928266265 2976816164 497134444 3189457552 2634102466 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 829315160 4277593716 829315160 4277593716 829315160	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
0	864674487 3666785044 2245277810 473643457 2245277810 2201236655 2245277810 473643457 864674487 3666785044 4277593716 3072036293 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3072036293	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
0	2246699815 1009343390 3217380708 1005182957 3217380708 3980805843 3217380708 2425865203 1016841875 3452535345 3217380708 490247508 3217380708 490247508 3217380708 1136130381 864674487 3553362273 3217380708 3980805843 3217380708 1630260676 864942730 10565946 3217380708 2240430134 3217380708 657866672 864674487 3553362273 2976816164 1384383059 864674487 1742136529 3217380708 153234704 864942730 10565946 3217380708 2308325357 2246699815 1738265797 848128881 1420349841 864942730 1510328189 3217380708 657866672 864674487 3553362273 2976816164 3006458901 848128881 579113501 2245277810 2540065782 2245277810 2540065782 2976816164 3027492971 2976816164 1311843699 864674487 1742136529 2976816164 4006502359 864942730 1510328189 2246699815 2827868305 864674487 75841489 3217380708 2308348490 3217380708 490247508 3217380708 2608583677 999334238 281086138 864942730 2228063684 864942730 2228063684 864674487 2042532599 3217380708 490247508 3217380708 490247508 3217380708 1136130381 864674487 3553362273 4277593716 3321595221 4277593716 3321595221 4277593716 56091288 4277593716 56091288 4277593716 3072036293 4277593716 3072036293 4277593716 3072036293 4277593716 3020884107 4277593716 3020884107 4277593716 3072036293 4277593716 829315160 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 829315160 4277593716 829315160 4277593716 3072036293 4277593716 829315160 4277593716 3072036293 4277593716 56091288 4277593716 3072036293 4277593716 56091288 4277593716 56091288 4277593716 3072036293	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
0	2245277810 2120114131 2976816164 3478325876 2976816164 745586511 2976816164 3027492971 2976816164 745586511 2976816164 3478325876 2245277810 2120114131 2976816164 745586511 2976816164 745586511 2976816164 3333068821 848128881 1101740210 2976816164 745586511 2976816164 745586511 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 3020884107 4277593716 3020884107 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
0	2245277810 2120114131 2976816164 476518567 2245277810 2120114131 2976816164 2441496843 3217380708 2240437263 3217380708 490247508 3217380708 490247508 3217380708 490247508 3217380708 1136130381 864674487 3553362273 3217380708 369315086 3189457552 2950679810 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 829315160 4277593716 829315160 4277593716 56091288 4277593716 56091288 4277593716 56091288 4277593716 3072036293	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
0	864674487 3666785044 2245277810 3773130590 2976816164 3928266265 3189457552 2634102466 2976816164 2626234451 1026928756 4035224658 46284349 3005760545 2976816164 1311843699 864674487 1742136529 2976816164 1311843699 864674487 1742136529 2976816164 1311843699 864674487 1742136529 4277593716 3072036293 4277593716 3312829322 4277593716 3312829322 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 3072036293 4277593716 829315160 4277593716 3072036293 4277593716 829315160 4277593716 3072036293	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
0	848128881 2929588998 3217380708 1533809047 3217380708 490247508 3217380708 490247508 3217380708 4240369074 3612926680 3632350815 3217380708 490247508 3217380708 490247508 4277593716 3020884107 4277593716 3020884107 4277593716 56091288 4277593716 56091288 4277593716 56091288 4277593716 56091288	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
1	2245277810 146988611 864674487 337235428 2976816164 1311843699 2976816164 745586511 2976816164 325225440 864674487 961520513 2976816164 1311843699 2976816164 3928266265 2245277810 2120114131 3189457552 2634102466 2976816164 325225440 864674487 961520513 2976816164 2455041347 3217380708 1696391009 2245277810 1044401618 3217380708 2034148194 2976816164 2441496843 2976816164 202619720 2976816164 745586511 2976816164 202619720 2976816164 745586511 2976816164 329439349 3217380708 2034148194 3217380708 2034148194 2976816164 2696175220 2245277810 2120114131 2976816164 202619720 2976816164 3027492971 2976816164 745586511 2976816164 745586511 2976816164 745586511 2976816164 745586511 2976816164 745586511 3189457552 2634102466 3189457552 2634102466 3189457552 2950679810 3217380708 2177590383 864942730 10565946 2976816164 4006502359 3217380708 2034148194 3217380708 1696391009 2245277810 1044401618 2976816164 2455041347 864674487 1742136529 2976816164 202619720 3189457552 2634102466 2976816164 2723199665 3217380708 84072646 3217380708 2633924358 3217380708 2633924358 3217380708 2034148194 2976816164 2696175220 2245277810 2120114131 2976816164 232904579 864674487 1742136529 2976816164 745586511 2976816164 1311843699 864674487 337235428 2245277810 146988611 3189457552 2634102466 2976816164 3928266265 2245277810 2120114131 2976816164 1311843699 864674487 1742136529 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 829315160 4277593716 829315160 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 56091288 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 56091288 4277593716 56091288 4277593716 829315160 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 56091288 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 829315160 4277593716 3072036293 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 56091288 4277593716 56091288 4277593716 56091288 4277593716 829315160 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3072036293 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 829315160 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 829315160 4277593716 3072036293	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
1	2245277810 146988611 864674487 2810421479 2246699815 3726304495 864942730 1510328189 848128881 3092409952 864674487 864452378 2245277810 146988611 3217380708 1533809047 3217380708 490247508 3217380708 490247508 3217380708 490247508 3217380708 490247508 3217380708 3910758230 2245277810 2699904586 864674487 434045476 3217380708 3222770065 3217380708 490247508 3217380708 718424136 2092489639 4212936508 3217380708 3798139026 3217380708 490247508 3217380708 490247508 3217380708 2425865203 1016841875 3452535345 3217380708 490247508 3217380708 490247508 2041434490 2435680164 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 56091288 4277593716 56091288 4277593716 56091288 4277593716 56091288 4277593716 3312829322 4277593716 3312829322 4277593716 56091288 4277593716 56091288 4277593716 56091288 4277593716 56091288 4277593716 56091288 4277593716 56091288	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
0	864942730 1510328189 2246699815 2827868305 864674487 75841489 3217380708 1677974357 3217380708 490247508 3217380708 490247508 3217380708 2450918613 3189457552 4197146180 4277593716 3072036293 4277593716 56091288 4277593716 56091288 4277593716 56091288	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
1	848128881 2929588998 3217380708 1533809047 3217380708 490247508 3217380708 1512794193 848127915 271903915 864942730 2378779377 864942795 2378775366 3217380708 490247508 3217380708 490247508 3217380708 2308348490 2246699815 2827868305 864942730 1510328189 864674487 75841489 4277593716 3020884107 4277593716 3020884107 4277593716 56091288 4277593716 56091288 4277593716 56091288 4277593716 3072036293	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
0	2245277810 583999928 2246699815 1797109758 864942730 1510328189 848128881 4188525269 3217380708 1533809047 3217380708 490247508 3217380708 490247508 3217380708 1136130381 864674487 3553362273 3217380708 490247508 3217380708 490247508 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3020884107 4277593716 56091288 4277593716 56091288 4277593716 3072036293 4277593716 56091288 4277593716 56091288	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
0	2245277810 1494198253 2245277810 171886758 2245277810 1494198253 2245277810 2201236655 2245277810 473643457 864674487 920678013 847336149 3847744696 864942730 2380084179 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
0	2245277810 146988611 864674487 434045476 3217380708 1136130381 3217380708 490247508 3217380708 490247508 3217380708 1136130381 864674487 434045476 2245277810 146988611 3217380708 2425865203 1016841875 3452535345 3217380708 490247508 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 56091288 4277593716 56091288 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 56091288	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
0	2245277810 2540065782 848128881 3605604691 2245277810 2540065782 2245277810 2948207028 2245277810 3017866386 3217380708 3910758230 3217380708 718424136 2092489639 1752917220 3217380708 3796970912 3217380708 490247508 3217380708 490247508 3217380708 3910758230 2245277810 1199793671 2092489639 2855720289 3217380708 113567115 2041434490 1101907775 3217380708 4257816542 2041434490 2435680164 3217380708 490247508 3217380708 3981762496 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 56091288 4277593716 3265829077 4277593716 56091288 4277593716 56091288 4277593716 3312829322 4277593716 3312829322 4277593716 56091288 4277593716 56091288 4277593716 56091288	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
1	2245277810 1494198253 2245277810 171886758 2245277810 1494198253 2245277810 730384323 2245277810 1494198253 2246699815 1084727389 2246699815 1084727389 2245277810 2147233789 2245277810 1494198253 2976816164 14177092 2976816164 745586511 2976816164 745586511 2976816164 4030233531 3217380708 1608482109 2246699815 2980746006 2246699815 2980746006 3217380708 1608482109 2976816164 2441496843 2976816164 1311843699 864674487 1742136529 2976816164 745586511 2976816164 745586511 2976816164 2696175220 2245277810 2120114131 2976816164 2441496843 2976816164 745586511 2976816164 745586511 2976816164 3478325876 2245277810 2120114131 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3321595221 4277593716 3321595221 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 3321595221 4277593716 3321595221 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 3072036293 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 829315160 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
1	864674487 3553362273 3217380708 1136130381 3217380708 490247508 3217380708 2425865203 1016841875 3452535345 3217380708 2425865203 1016841875 3452535345 3217380708 490247508 3217380708 2425865203 1016841875 3452535345 4277593716 3072036293 4277593716 56091288 4277593716 56091288	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
0	2245277810 583999928 2246699815 1446407803 864942730 1510328189 2245277810 2212396681 2245277810 2212396681 2246699815 1084727389 2246699815 2180676460 2245277810 583999928 2245277810 2212396681 2245277810 2212396681 2246699815 1084727389 2246699815 2180676460 2245277810 583999928 2245277810 2212396681 2245277810 2212396681 2246699815 1084727389 2246699815 2180676460 2245277810 583999928 2245277810 2212396681 2245277810 2212396681 2246699815 1084727389 2246699815 2180676460 2245277810 583999928 2245277810 583999928 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3321595221 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3321595221 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3321595221 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3321595221 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
0	2245277810 1494198253 2245277810 2201236655 2245277810 2201236655 2245277810 2201236655 2245277810 2201236655 2245277810 2201236655 2245277810 2201236655 2245277810 3521007413 1026928756 2660266966 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3312829322 4277593716 3173469064	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
